0,31,1,1,1
1,1,1,1,0
1,1,1,0,0
0,1,0,0,0
17,0,0,0,0
28,28,0,0,31
29,29,29,31,1
1,28,28,1,1
1,1,27,41,1
1,1,1,1,1
0,1,1,1,0
0,0,1,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,2,0
0,0,1,1,1
0,31,1,1,0
25,25,25,0,0
0,1,1,1,0
25,25,25,0,0
0,1,31,1,0
1,1,1,1,0
1,1,1,0,0
1,1,0,0,0
0,0,0,0,0
17,0,0,0,36
3,1,0,28,1
1,1,29,28,1
1,1,29,28,1
0,1,0,28,0
0,0,0,0,0
0,0,0,0,0
0,0,0,27,0
0,0,27,1,2
0,27,1,1,1
0,1,1,1,1
0,1,1,36,0
0,1,36,27,0
0,1,27,0,0
0,27,0,0,0
0,0,0,0,0
0,0,2,0,0
0,1,1,27,0
27,1,1,1,27
0,27,1,1,1
0,0,27,31,41
0,0,0,1,1
0,0,0,1,5
0,2,0,10,31
0,0,1,24,1
1,1,0,0,0
22,1,0,0,0
0,0,0,0,0
0,17,1,0,0
1,3,3,1,0
0,1,1,1,1
2,0,1,1,1
29,29,0,37,1
31,28,28,1,1
0,31,27,1,1
0,0,31,1,1
0,0,0,1,1
0,0,0,0,0
0,0,0,0,0
0,0,2,0,0
0,1,1,1,0
1,37,1,37,1
1,1,1,1,1
1,28,28,28,0
1,1,29,29,29
1,1,31,28,28
0,1,1,31,0
0,0,1,42,0
0,0,0,0,26
0,0,0,26,0
2,0,0,0,2
0,0,17,0,0
0,0,0,0,0
0,0,34,0,0
0,2,0,2,0
1,1,2,1,1
25,25,40,25,25
1,1,1,1,1
25,25,0,25,25
28,28,28,28,28
28,36,28,36,28
1,2,28,2,1
1,1,28,1,1
1,1,28,1,1
1,31,28,31,1
1,1,28,1,1
0,0,0,0,0
0,0,0,0,0
0,0,2,0,0
0,25,25,25,0
0,0,28,28,28
0,0,0,25,25
0,37,0,29,29
1,1,36,28,28
1,1,1,1,1
1,1,1,1,1
0,26,26,26,0
0,0,1,0,0
0,26,26,26,0
0,1,1,1,0
0,1,36,1,0
1,1,1,1,1
1,28,1,28,1
38,28,0,28,38
0,28,17,28,0
0,28,1,28,0
0,0,0,0,0
0,0,0,0,0
0,2,31,2,0
1,1,1,1,1
0,0,1,0,0
0,0,0,0,0
0,0,0,0,0
0,2,0,2,0
0,1,37,1,0
1,1,1,1,1
0,1,1,1,0
0,0,1,0,0
0,0,26,0,0
0,0,1,0,0
0,0,25,0,0
0,0,1,0,0
0,0,0,0,0
0,0,0,0,0
0,2,31,1,0
27,1,1,1,27
29,29,1,29,29
28,28,28,28,28
0,31,1,1,1
1,1,1,1,0
1,1,1,0,0
25,25,0,0,0
1,1,37,0,0
25,25,0,0,0
1,1,1,1,0
0,1,1,1,1
0,0,31,1,1
0,0,0,0,0
0,17,0,17,0
0,1,0,1,0
0,0,0,0,0
0,0,0,0,0
0,0,2,0,0
0,27,1,27,0
1,27,1,27,1
36,27,0,27,36
1,1,31,1,1
1,1,1,1,1
1,1,1,1,1
37,28,1,28,37
28,28,1,28,28
28,28,1,28,28
1,28,28,28,1
1,1,31,1,1
1,1,1,1,1
0,1,1,1,0
0,31,1,31,0
28,28,1,28,28
0,28,0,28,0
0,0,0,0,0
0,0,0,0,0
0,2,37,2,0
0,1,1,1,0
1,1,1,1,1
0,1,0,1,0
0,0,17,0,0
0,26,26,26,0
1,1,1,1,31
26,26,26,0,0
1,1,0,31,1
26,26,0,26,26
0,0,0,0,0
17,0,0,0,17
3,1,0,1,3
1,1,1,1,1
31,28,28,28,31
0,0,27,0,0
0,0,0,0,0
0,2,1,2,0
28,28,31,28,28
0,28,1,28,0
0,0,0,0,0
2,0,0,0,2
1,1,0,1,1
1,1,1,1,1
0,25,25,25,0
0,37,1,37,0
0,25,25,25,0
0,27,1,27,0
28,27,0,27,28
28,27,1,27,28
28,1,1,1,28
31,31,1,31,31
1,1,1,1,1
0,25,25,25,0
0,0,25,0,0
0,0,0,0,0
0,0,0,2,0
0,0,0,1,1
0,43,0,1,31
0,0,0,1,1
34,34,0,1,1
0,0,25,25,25
2,0,0,31,1
0,0,25,25,25
0,0,0,0,0
0,0,0,0,0
0,0,2,0,0
0,5,5,5,0
0,0,31,1,31
0,0,1,24,1
0,28,28,28,0
1,1,0,28,21
22,31,0,28,0
0,0,0,0,21
0,1,17,1,0
1,3,3,3,1
1,1,37,1,1
29,29,29,29,29
0,28,28,28,0
0,0,26,39,26
0,1,1,1,1
0,1,1,1,1
0,1,1,1,1
0,0,26,39,26
0,0,0,1,1
0,0,1,1,1
0,1,1,35,1
1,1,35,1,0
1,35,1,0,0
0,1,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,0,0
0,1,1,1,0
0,25,25,25,0
0,25,0,25,0
0,1,1,1,0
0,1,31,1,0
0,25,25,25,0
0,25,0,25,0
0,0,0,0,0
0,0,2,0,0
0,38,1,38,0
1,28,1,28,1
1,28,0,28,1
0,28,0,28,0
0,0,0,0,0
0,0,2,1,0
0,1,1,1,31
0,0,25,25,25
0,0,0,25,25
0,37,0,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,31,0
1,1,1,1,0
28,31,0,0,0
28,28,1,17,1
0,28,28,1,1
0,0,28,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,0,0
0,29,1,1,0
28,29,1,1,1
28,29,31,1,1
28,29,1,1,1
28,29,1,1,0
28,0,1,0,0
0,1,0,0,0
14,17,12,0,0
1,3,31,0,0
1,1,1,31,0
1,1,1,1,31
0,1,1,1,1
0,0,1,1,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
31,43,0,0,2
1,1,0,1,1
27,0,0,1,1
27,27,0,1,1
0,27,0,1,1
0,0,31,0,0
4,17,1,17,6
1,3,13,3,1
1,1,1,1,1
0,31,1,31,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,0,0
0,1,1,1,0
0,31,1,31,0
0,29,29,29,0
28,28,28,28,28
27,27,0,27,27
0,0,1,0,0
14,17,15,17,12
0,13,31,13,0
0,1,1,1,0
0,1,1,1,0
27,31,1,31,27
28,28,1,28,28
0,25,25,25,0
0,0,0,0,0
0,17,1,17,0
0,25,40,25,0
0,0,0,0,0
0,17,1,17,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
43,0,0,0,2
0,0,0,31,1
17,0,1,1,1
0,0,1,1,27
34,0,1,27,0
0,0,1,31,0
2,0,1,1,1
0,0,27,1,1
17,0,0,27,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,0,0
0,1,1,1,0
0,1,1,1,1
0,0,1,1,1
0,0,31,0,1
0,0,1,1,1
0,0,27,27,27
0,0,1,1,31
0,0,1,1,1
0,0,27,27,27
1,1,32,1,1
0,0,26,26,26
1,32,1,1,1
0,26,26,26,0
32,1,1,1,1
0,1,1,1,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,0,0
0,1,1,1,0
1,1,1,1,0
1,1,37,27,0
1,1,27,0,0
0,25,25,25,0
0,0,25,25,25
0,0,0,28,1
0,0,31,28,1
0,31,1,28,1
31,1,1,28,1
1,1,1,28,1
1,1,0,28,1
1,28,0,28,31
1,28,31,28,1
1,28,1,28,1
0,28,1,28,0
0,28,1,28,0
0,28,0,28,0
0,0,0,0,0
0,0,0,0,0
0,27,2,27,0
29,29,29,29,29
0,28,28,28,0
0,0,26,26,0
0,32,1,1,1
0,0,0,28,28
0,0,29,29,29
0,28,28,28,0
0,25,25,0,0
1,1,1,33,0
28,28,0,0,0
29,29,29,0,0
0,28,28,28,0
0,0,26,26,0
0,32,1,1,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,31,2,31,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,0,0
0,29,29,29,0
0,28,28,28,0
0,27,0,27,0
0,27,27,27,0
1,1,27,1,1
31,31,1,31,31
28,28,1,28,28
0,1,1,1,0
28,28,1,28,28
0,1,31,1,0
25,25,0,0,0
1,31,1,0,0
0,25,25,0,0
1,1,31,2,0
0,0,25,25,0
0,0,0,0,0
0,0,28,0,0
0,2,28,28,0
1,1,1,28,28
1,1,1,28,0
36,1,36,0,0
0,0,0,0,0
1,17,1,0,0
0,0,0,0,0
0,5,17,5,0
1,31,3,31,1
0,1,1,1,0
0,0,0,0,0
0,0,28,0,0
0,28,28,2,0
28,28,1,1,1
0,28,1,1,1
0,0,36,1,36
0,0,0,0,0
0,0,1,17,1
0,0,0,0,0
0,5,17,5,0
1,31,3,31,1
0,1,1,1,0
0,1,1,1,0
25,25,25,25,25
0,25,40,25,0
27,27,27,27,27
0,27,27,27,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,0,0
0,27,1,1,0
27,1,1,0,0
1,1,31,0,0
1,1,0,0,37
1,1,0,6,1
0,0,1,6,1
0,1,21,6,1
28,28,1,13,0
28,28,0,31,1
0,0,1,24,1
0,0,0,0,0
0,14,17,0,0
1,1,3,31,0
1,1,1,0,0
25,25,0,0,0
1,1,1,31,0
0,1,1,1,1
0,0,25,25,25
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2,0,0,0,2
1,31,0,31,1
27,1,1,1,27
27,1,1,1,27
0,1,1,1,0
0,0,0,0,0
0,17,0,17,0
0,0,0,0,0
0,17,0,17,0
0,3,1,3,0
1,1,31,1,1
1,1,1,1,1
1,27,1,27,1
0,27,1,27,0
1,31,1,31,1
0,1,1,1,0
0,27,1,27,0
0,27,0,27,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,31,2,31,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,43,0,2,0
39,39,0,26,26
28,28,28,28,28
39,39,0,26,26
2,1,1,1,1
1,1,1,1,0
1,1,1,0,0
0,35,0,0,0
1,1,1,0,0
1,1,1,37,0
0,1,1,1,0
0,0,25,25,0
0,25,25,25,0
0,25,25,0,0
0,25,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,2,0
0,0,1,1,1
0,1,1,1,1
1,1,1,1,1
1,1,1,31,28
1,1,31,28,28
1,1,28,28,0
1,1,1,0,0
1,1,1,1,0
1,1,1,1,1
28,31,1,1,1
28,28,31,1,1
0,28,28,1,1
0,0,1,1,1
0,1,1,1,1
1,1,1,1,1
1,31,1,31,1
0,1,1,1,0
0,0,1,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,2,0,2,0
0,1,0,1,0
0,1,0,1,0
0,1,0,1,0
0,1,0,1,0
0,1,1,1,0
0,1,1,1,0
0,1,1,1,0
0,1,1,1,0
0,31,1,31,0
0,1,1,1,0
0,27,1,27,0
1,27,0,27,1
1,1,1,1,1
27,1,1,1,27
27,1,1,1,27
0,1,0,1,0
